trip1, sequence1, lat, long, trip2, sequence2, lat2,long2
402,10131,19.3028957332,-99.1459238694,343,8808,19.3028752223,-99.1459238694
498,12513,19.6138558058,-99.0392967302,108,2834,19.6137804275,-99.0392967302
194,8323,19.3158467257,-99.0628279352,506,12770,19.3158454194,-99.0628279352
81,2175,19.4238123946,-99.0943123483,22,616,19.4238264322,-99.0943123483
520,13160,19.3219471305,-99.0936503695,39,1004,19.3219399567,-99.0936503695
124,3185,19.2874005731,-99.1851015979,266,6974,19.2874566974,-99.1851015979
248,6423,19.4760382232,-99.0789634231,72,13961,19.4760099977,-99.0789634231
318,8266,19.4847914377,-99.1248398511,518,13103,19.4847526017,-99.1248398511
337,8697,19.5036358146,-99.201526169,89,2349,19.5036233768,-99.201526169
473,13468,19.3372708493,-99.1842831954,169,11508,19.337294091,-99.1842831954
113,2973,19.3441735847,-99.1371698889,520,13177,19.3441842577,-99.1371698889
305,16579,19.3900295747,-99.0436088456,483,12200,19.3899842819,-99.0436088456
39,1006,19.3283927725,-99.1048882654,113,2966,19.3284342813,-99.1048882654
18,12872,19.4678650558,-99.1235539663,56,1454,19.4678581835,-99.1235539663
72,13946,19.4900663653,-99.0524991648,260,6773,19.4900890871,-99.0524991648
480,12140,19.3056182,-99.18463,278,7214,19.3056182,-99.18463
219,5596,19.42667214,-99.2058550281,295,7723,19.4266692,-99.2058550281
200,5099,19.5003792864,-99.0946729538,504,12703,19.5003481326,-99.0946729538
420,10658,19.2558012188,-99.1065321687,62,1685,19.2557929662,-99.1065321687
42,1107,19.1250602256,-98.7701168383,575,14609,19.1251162509,-98.7701168383
257,6686,19.382540996,-99.0762002316,582,14813,19.382583597,-99.0762002316
156,4049,19.3696455483,-99.1654091888,314,8162,19.3695863285,-99.1654091888
376,9530,19.3013162,-99.1476768,500,12580,19.3013643335,-99.1476768
399,10040,19.3565148175,-99.0863687707,69,1857,19.3565112516,-99.0863687707
308,7977,19.4576222916,-99.2146893738,583,15393,19.4576656035,-99.2146893738
580,14760,19.5539422252,-99.0509103264,387,12633,19.5539312217,-99.0509103264
305,16592,19.4196561,-99.1761646,454,11501,19.4196754498,-99.1761646
471,11899,19.3977850641,-99.0725637523,257,6694,19.397754755,-99.0725637523
66,1790,19.4583466,-99.2143752,583,15401,19.4582930945,-99.2143752
217,5556,19.3195102889,-99.1386089697,621,15934,19.3194736787,-99.1386089697
97,2539,19.2969334118,-99.2319040367,35,886,19.2969901134,-99.2319040367
231,11295,19.3750716789,-99.067468695,582,14811,19.3751502816,-99.067468695
59,7742,19.4781532379,-99.1198965101,327,11626,19.47814532,-99.1198965101
124,3173,19.3030619528,-99.1858768542,41,15322,19.3030677372,-99.1858768542
419,10640,19.3176159604,-99.2371207629,263,6917,19.3176004538,-99.2371207629
435,11058,19.3111065216,-99.0698302766,22,648,19.3111258,-99.0698302766
507,12792,19.3226682122,-99.2229569081,263,6919,19.3227111,-99.2229569081
266,6965,19.3085892702,-99.1783762288,162,4216,19.3085565036,-99.1783762288
411,10349,19.2986209332,-99.1510647256,144,3691,19.2986453929,-99.1510647256
303,7867,19.468316599,-99.1249540075,254,6592,19.4683256747,-99.1249540075
624,16037,19.38468657,-99.0757188077,366,9290,19.3846417552,-99.0757188077
216,5483,19.2549247491,-99.0108671794,70,1861,19.2549221932,-99.0108671794
580,14746,19.4969579,-99.1183729,59,7751,19.4969579,-99.1183729
150,3868,19.3565454397,-99.1095085701,525,13270,19.3564646343,-99.1095085701
540,13717,19.3550249954,-99.0835916021,14,424,19.3549870884,-99.0835916021
85,5396,19.3259277413,-99.1681393837,229,5886,19.3259338598,-99.1681393837
59,7726,19.4309551,-99.1335827,284,7425,19.4308822803,-99.1335827
611,15666,19.3837464225,-99.0759636405,78,13307,19.3838265199,-99.0759636405
8,211,19.3561550159,-99.3005609194,430,10902,19.3561503,-99.3005609194
152,3925,19.3168341992,-99.1394437719,647,16646,19.316861973,-99.1394437719
253,6555,19.3018649939,-99.1466870414,567,14473,19.3018314439,-99.1466870414
554,14135,19.2995290549,-99.1499042572,500,12581,19.2995205145,-99.1499042572
85,2266,19.3249234471,-99.1695970324,154,3988,19.3248549219,-99.1695970324
89,8943,19.5110764174,-99.1985240778,241,6178,19.5110623676,-99.1985240778
112,2929,19.4278198795,-99.0420286511,55,1437,19.4277986933,-99.0420286511
155,4020,19.3417111153,-99.1410965061,151,3883,19.341718781,-99.1410965061
618,15837,19.4732779615,-99.079593803,310,10817,19.4732808012,-99.079593803
610,15631,19.2996102074,-99.10644171,159,4102,19.2996057381,-99.10644171
335,8645,19.3427508766,-99.1494148382,155,4015,19.3427623365,-99.1494148382
259,6732,19.4175263405,-99.0722112666,332,14353,19.4175242361,-99.0722112666
265,15225,19.3413881036,-99.1387743184,221,10948,19.3413889633,-99.1387743184
525,13257,19.4124215431,-99.1569921338,457,11724,19.4124380655,-99.1569921338
98,2603,19.2677141802,-99.2111053008,41,15341,19.2677189635,-99.2111053008
229,5884,19.323339195,-99.1675554367,605,15493,19.323279966,-99.1675554367
187,4805,19.3836426694,-99.1837129698,324,8393,19.383672347,-99.1837129698
67,1804,19.5185118334,-99.1475875372,75,1998,19.5184655562,-99.1475875372
502,12662,19.3337209421,-99.1027886402,410,10342,19.3337173358,-99.1027886402
39,1010,19.3296978914,-99.1301258941,265,6948,19.3296932893,-99.1301258941
366,9289,19.3848626323,-99.0756745232,611,15665,19.3848794437,-99.0756745232
133,3421,19.372362802,-99.0712989792,627,16184,19.3723724,-99.0712989792
125,12401,19.4260298007,-99.0384202338,259,8827,19.4260473177,-99.0384202338
226,5797,19.3634990945,-99.1019753241,543,13826,19.3635228798,-99.1019753241
248,15038,19.4800412305,-99.050694427,537,13621,19.4800499361,-99.050694427
85,2262,19.3217632391,-99.1540305127,621,15921,19.3217965776,-99.1540305127
314,8140,19.3584520003,-99.0909279222,133,3436,19.3584372466,-99.0909279222
89,2348,19.5025351,-99.2010391,102,15987,19.502547046,-99.2010391
194,4926,19.3452552072,-99.0649967085,435,11030,19.3451844646,-99.0649967085
75,1998,19.5184655562,-99.1475738483,67,1804,19.5185118334,-99.1475738483
176,4553,19.2648682714,-99.1065339729,10,3632,19.2648724503,-99.1065339729
372,9450,19.3111840199,-99.124426237,199,5082,19.3112055788,-99.124426237
159,4131,19.2781725137,-99.010160075,101,2672,19.2781176381,-99.010160075
248,6407,19.4854704184,-99.0487034181,537,13622,19.4854288159,-99.0487034181
59,7751,19.4969579,-99.1183729,580,14754,19.4969579,-99.1183729
247,6356,19.2985740771,-99.092161742,610,15636,19.298590852,-99.092161742
51,1366,19.3442993242,-99.0643377381,435,11031,19.3443524801,-99.0643377381
324,12246,19.3710108049,-99.1882921845,628,16216,19.3710406448,-99.1882921845
144,3716,19.2851918773,-99.188305788,124,3187,19.2852211464,-99.188305788
46,15448,19.4614148536,-99.0807621067,72,13969,19.4613340342,-99.0807621067
105,2755,19.2994447969,-99.1500141071,80,2135,19.2994096125,-99.1500141071
162,4219,19.3041022295,-99.180329314,148,3801,19.3040804955,-99.180329314
263,6919,19.3227111,-99.2230281,507,12792,19.3226682122,-99.2230281
256,6655,19.37369993,-99.0165579166,25,689,19.3737263199,-99.0165579166
266,6961,19.3244438833,-99.1731065956,124,3157,19.3244780439,-99.1731065956
363,9222,19.4859147532,-99.1034643125,387,12610,19.4859271744,-99.1034643125
55,12964,19.4011112069,-98.9890536841,3,14585,19.4011220292,-98.9890536841
105,2757,19.2990350212,-99.1505408673,558,14240,19.2989816719,-99.1505408673
125,12414,19.4201050391,-99.0142304019,259,8836,19.4201051282,-99.0142304019
504,12714,19.5352806071,-99.0642443308,329,9143,19.5353217143,-99.0642443308
39,1009,19.3294096027,-99.124596069,265,15216,19.3294088739,-99.124596069
165,16557,19.2033903328,-99.0470685369,61,6005,19.203384628,-99.0470685369
171,4432,19.4955244776,-99.1192154888,535,13542,19.4954468029,-99.1192154888
144,3717,19.2844542228,-99.1891572246,266,6975,19.2844544998,-99.1891572246
125,12401,19.4260298007,-99.0384202338,259,8828,19.4260420017,-99.0384202338
30,806,19.3175633,-99.2367761,222,5702,19.3175124347,-99.2367761
259,8843,19.408268671,-98.9816664719,112,2914,19.4083095543,-98.9816664719
324,12252,19.346420337,-99.1901712329,466,11766,19.3464268061,-99.1901712329
97,5861,19.2942184602,-99.2310701539,162,4243,19.2942734151,-99.2310701539
160,4166,19.3565724384,-99.1527052189,434,11011,19.3566452456,-99.1527052189
137,3534,19.2805359607,-99.1353050993,152,5121,19.2805392436,-99.1353050993
125,12401,19.4260298007,-99.0384202338,259,6742,19.4260283,-99.0384202338
12,354,19.4649969292,-99.1379407522,16,6533,19.4649944382,-99.1379407522
79,9315,19.4184066763,-99.1056195159,261,6820,19.4184146118,-99.1056195159
577,16245,19.2664020604,-99.1153875605,517,13069,19.2664473954,-99.1153875605
565,14440,19.3881571658,-98.9783543798,351,9007,19.3881598415,-98.9783543798
139,14845,19.4826118,-99.1059528,497,12486,19.4826118,-99.1059528
554,14136,19.3008920442,-99.1469665837,369,9373,19.3008795487,-99.1469665837
66,1794,19.4583466,-99.2143752,583,15401,19.4582930945,-99.2143752
59,7751,19.4969579,-99.1183729,580,14747,19.4969579,-99.1183729
31,855,19.3448622786,-99.1809777103,23,660,19.3448576952,-99.1809777103
231,5924,19.3915612832,-99.0740054962,624,16026,19.3916192782,-99.0740054962
327,8469,19.4854303691,-99.1186097129,45,13508,19.4854086038,-99.1186097129
249,6453,19.375916,-99.1888605,117,3039,19.3759186303,-99.1888605
280,13417,19.4175236993,-99.0722694692,332,14353,19.4175242361,-99.0722694692
183,4732,19.3419030458,-99.1435788193,10,3642,19.3419209167,-99.1435788193
262,6868,19.4765549435,-99.1388196426,91,2385,19.4765492764,-99.1388196426
371,9413,19.3059601,-99.2338999,35,893,19.3059601,-99.2338999
200,5098,19.4978737284,-99.0964475912,260,6793,19.4979264026,-99.0964475912
91,2400,19.4567590187,-99.1803621676,204,5217,19.4566998878,-99.1803621676
527,13357,19.426577096,-99.1094332227,149,3809,19.4266006449,-99.1094332227
558,14228,19.357777014,-99.1438992394,80,9636,19.3578613232,-99.1438992394
572,14564,19.4447361681,-99.1386338477,254,6600,19.4447392502,-99.1386338477
18,12867,19.4657831437,-99.1175928808,91,2378,19.4657753472,-99.1175928808
88,2335,19.3439040692,-99.061518874,398,12263,19.3438413322,-99.061518874
208,7113,19.4155816269,-99.0046680557,259,8840,19.4156145028,-99.0046680557
424,10769,19.4766713543,-99.139404613,629,16235,19.4766861525,-99.139404613
142,3652,19.3283825249,-99.1733634731,361,16277,19.3283454312,-99.1733634731
624,16027,19.3916192782,-99.073992144,231,5924,19.3915612832,-99.073992144
354,9057,19.4886646422,-99.2168379505,583,14833,19.4887181146,-99.2168379505
247,6382,19.3786306788,-99.0598506249,398,10013,19.3785990997,-99.0598506249
330,8562,19.3873038874,-99.0401671535,271,7068,19.3872929255,-99.0401671535
89,8956,19.4884649181,-99.2169097068,583,14834,19.4885018104,-99.2169097068
522,13192,19.280310119,-99.1662580373,384,9728,19.2802636749,-99.1662580373
351,9004,19.3996637202,-99.0022093567,565,14433,19.3996582276,-99.0022093567
211,5358,19.4169860824,-99.0649786856,180,4659,19.4169773785,-99.0649786856
193,4913,19.3078177647,-99.2301922008,35,895,19.3077836003,-99.2301922008
122,10226,19.4658205712,-99.0913971844,178,4615,19.4658482018,-99.0913971844
169,11508,19.337294091,-99.1841971313,473,13468,19.3372708493,-99.1841971313
381,9670,19.3561685467,-99.0583762268,398,10008,19.3561218158,-99.0583762268
78,2068,19.3838154724,-99.0758277853,413,10373,19.3838654538,-99.0758277853
56,1454,19.4678581835,-99.1235361886,18,12872,19.4678650558,-99.1235361886
277,7209,19.3108028265,-99.1724202855,98,10119,19.3107688815,-99.1724202855
148,3801,19.3040804955,-99.1803288795,162,4218,19.3041578935,-99.1803288795
540,13729,19.3584364648,-99.0909936655,133,3436,19.3584372466,-99.0909936655
223,10711,19.4928433151,-99.2167194912,136,3510,19.4928247695,-99.2167194912
613,15710,19.3828349359,-99.0607593919,247,6390,19.3827934,-99.0607593919
216,16154,19.3559647348,-99.1017652672,5,2504,19.3560227374,-99.1017652672
139,8794,19.499268695,-99.0954735279,504,12702,19.4993242574,-99.0954735279
310,7999,19.4784028232,-99.0780685056,248,6421,19.4783968098,-99.0780685056
189,4830,19.4229146896,-99.1268231058,100,9880,19.4229079738,-99.1268231058
604,15455,19.3849813797,-99.0361061235,591,15063,19.3849478604,-99.0361061235
324,8378,19.3479253874,-99.1903714252,415,10478,19.347968962,-99.1903714252
153,5189,19.4237755624,-99.2128201995,295,7722,19.4237527259,-99.2128201995
591,15063,19.3849478604,-99.036048126,604,15455,19.3849813797,-99.036048126
58,1583,19.5555496277,-99.0266261964,13,386,19.5555003824,-99.0266261964
59,1590,19.4789283205,-99.1210723502,572,14555,19.4789300078,-99.1210723502
399,10039,19.3520721925,-99.0770553642,314,8136,19.3521081804,-99.0770553642
363,9223,19.48603509,-99.103373359,504,12697,19.4859709417,-99.103373359
577,16248,19.2673896,-99.1161115,517,13070,19.2674035516,-99.1161115
86,2272,19.424769644,-99.1117460595,284,7397,19.4247975396,-99.1117460595
310,10815,19.4742677104,-99.0847875128,537,14967,19.4742692992,-99.0847875128
384,9718,19.3428125231,-99.1438010917,105,2749,19.3428129,-99.1438010917
427,10842,19.2989633782,-99.1499386094,41,4778,19.2989308117,-99.1499386094
489,12314,19.416487874,-99.0896587361,256,6672,19.4164900861,-99.0896587361
206,5289,19.5030464,-99.1560076,71,1939,19.5030464,-99.1560076
80,2135,19.2994096125,-99.1500599781,500,12582,19.2994491402,-99.1500599781
117,3039,19.3759186303,-99.1888918559,499,12572,19.375916,-99.1888918559
248,15028,19.4784831683,-99.0568875456,537,14979,19.4784887617,-99.0568875456
543,13834,19.3600505549,-99.0936093142,449,11338,19.3600879658,-99.0936093142
607,15557,19.4944419,-99.120117,74,1995,19.4943758447,-99.120117
89,8976,19.458046603,-99.2145083071,308,7976,19.4580895851,-99.2145083071
155,3991,19.3478406711,-99.1903523701,324,8378,19.3479253874,-99.1903523701
323,8368,19.4334213147,-99.1098278235,478,12087,19.4334758219,-99.1098278235
302,7845,19.6346229236,-99.0019622681,363,9239,19.6346563048,-99.0019622681
421,10690,19.5222965964,-99.0326579194,184,4740,19.5222342659,-99.0326579194
299,11096,19.4508704632,-99.079268362,46,1235,19.4508633297,-99.079268362
174,4507,19.5048377623,-99.1114278928,535,13550,19.5048141155,-99.1114278928
240,6175,19.4476264956,-99.0847865946,299,13227,19.4476005542,-99.0847865946
491,12338,19.4782967125,-99.1633173103,606,15535,19.4782498017,-99.1633173103
84,2241,19.2958293323,-99.1505435176,41,15309,19.2958306,-99.1505435176
582,14786,19.3384662636,-99.064244834,194,14581,19.338545838,-99.064244834
194,8330,19.3269941811,-99.0524659281,540,13688,19.3269518394,-99.0524659281
49,1308,19.324000635,-99.1383709481,221,10952,19.3240059521,-99.1383709481
46,1235,19.4508633297,-99.0792817276,299,11096,19.4508704632,-99.0792817276
208,9832,19.4148186162,-99.002752638,125,3208,19.4148197835,-99.002752638
325,8427,19.284475309,-99.1890674928,198,5038,19.2844585973,-99.1890674928
591,15057,19.3964159084,-99.0556298521,347,8877,19.3964060449,-99.0556298521
285,7446,19.31601938,-99.1666120933,567,14475,19.316019434,-99.1666120933
89,2336,19.4583974427,-99.2143555685,66,1790,19.4583466,-99.2143555685
278,7229,19.3414722296,-99.1403332214,155,4018,19.3414679716,-99.1403332214
156,4048,19.3681798145,-99.1663598841,314,8159,19.3681151885,-99.1663598841
472,11935,19.3366373,-99.1495247,414,10409,19.3366834775,-99.1495247
500,12588,19.2978618546,-99.1523549942,144,3693,19.2978625661,-99.1523549942
629,16237,19.4929415698,-99.1457159025,452,11440,19.4930233072,-99.1457159025
15,450,19.3372670922,-99.1469786685,36,919,19.337317611,-99.1469786685
84,2234,19.2804385,-99.1348127,221,5669,19.2804257079,-99.1348127
606,15535,19.4782498017,-99.1633190073,491,12338,19.4782967125,-99.1633190073
80,9636,19.3578613232,-99.1438783166,558,14228,19.357777014,-99.1438783166
347,13904,19.4193400304,-99.094642682,256,6674,19.4193386479,-99.094642682
40,7586,19.3908096411,-99.1282528438,239,9981,19.3908103665,-99.1282528438
610,15618,19.3024345102,-99.1462651712,569,14515,19.3024320242,-99.1462651712
243,6221,19.3915206687,-99.185844318,324,12237,19.3915802287,-99.185844318
265,6948,19.3296932893,-99.1300416274,39,1010,19.3296978914,-99.1300416274
282,7305,19.5364015847,-99.027212728,2,55,19.5364603977,-99.027212728
220,5609,19.4140497,-99.0870173,257,13488,19.4140736073,-99.0870173
569,14516,19.3038385149,-99.1452265313,513,12956,19.303795291,-99.1452265313
63,1703,19.5108530839,-99.192757751,102,16703,19.5108405407,-99.192757751
488,12286,19.3259201531,-99.2625645935,166,4357,19.32583686,-99.2625645935
92,4490,19.4909892852,-99.1688210074,206,5274,19.4909957751,-99.1688210074
225,5752,19.2877913859,-99.1848903953,144,3713,19.2877444937,-99.1848903953
61,5971,19.2635611516,-99.1077153751,10,14305,19.2635216989,-99.1077153751
621,15915,19.3218871358,-99.1606085373,154,3984,19.321908234,-99.1606085373
473,13478,19.3427564068,-99.1502010317,335,8644,19.3427569869,-99.1502010317
28,2716,19.4091570953,-99.0845991325,79,2111,19.4091523762,-99.0845991325
551,14016,19.3217792469,-99.0730561539,336,13914,19.3217919031,-99.0730561539
478,12106,19.4760765913,-99.0389899235,323,8376,19.4760599489,-99.0389899235
449,11355,19.3512900012,-99.075621161,226,5807,19.3512549337,-99.075621161
520,13177,19.3441842577,-99.1371690506,336,8678,19.344170101,-99.1371690506
327,11620,19.452958783,-99.1308647826,59,7735,19.4529818335,-99.1308647826
478,12089,19.4411887576,-99.093178587,528,13362,19.4412018261,-99.093178587
624,16026,19.3916192782,-99.073992144,231,5924,19.3915612832,-99.073992144
169,4402,19.3420451597,-99.1404522069,309,7986,19.3420251637,-99.1404522069
171,4434,19.509881578,-99.1060069406,552,14047,19.509830507,-99.1060069406
500,12586,19.2978736549,-99.1523027698,156,4027,19.29786491,-99.1523027698
23,673,19.381129,-99.1585897,469,11840,19.3811327353,-99.1585897
471,11895,19.3887918925,-99.074643027,366,9287,19.3887752528,-99.074643027
454,14388,19.419824453,-99.1754298638,261,6843,19.4198171113,-99.1754298638
110,2872,19.3598041441,-99.0847698995,177,4595,19.3598521175,-99.0847698995
75,1999,19.5184655122,-99.1475738353,67,1805,19.5185054264,-99.1475738353
493,12394,19.3300820707,-99.1350836142,336,8676,19.3300872032,-99.1350836142
91,2408,19.4276226,-99.1796429,44,1184,19.4276467602,-99.1796429
75,2016,19.4691347494,-99.1372101819,463,11661,19.469193045,-99.1372101819
499,12572,19.375916,-99.1888605,249,6453,19.375916,-99.1888605
66,1794,19.4583466,-99.2143752,89,2336,19.4583974427,-99.2143752
451,11427,19.3478806258,-99.0675821266,5,2492,19.3479057784,-99.0675821266
226,5792,19.3648787666,-99.1099781444,543,13822,19.364876269,-99.1099781444
61,1664,19.2730632036,-99.1194074596,375,9495,19.2731368049,-99.1194074596
16,6516,19.4165792383,-99.1789642709,12,333,19.4165894119,-99.1789642709
16,482,19.4344450424,-99.1711237146,463,11677,19.4343843901,-99.1711237146
611,15679,19.3560535231,-99.0860623638,449,11349,19.3560387727,-99.0860623638
